sym,minute,avgMid,avgSpread,avgSpreadBps,quoteCount
AMZN,17:35,185.3056,0.03500922,1.889322,3558
AMZN,17:40,185.2906,0.03465334,1.870233,3496
AMZN,17:45,185.2953,0.03471974,1.873744,3471
AMZN,17:50,185.3019,0.0349975,1.888586,3594
AMZN,17:55,185.3201,0.03480016,1.877837,3518
AMZN,18:00,185.3025,0.03529464,1.904672,3467
AMZN,18:05,185.299,0.03502763,1.890369,3490
AMZN,18:10,185.3153,0.03475337,1.875363,3408
AMZN,18:15,185.2979,0.03486149,1.881393,3372
AMZN,18:20,185.2946,0.03486073,1.881333,3437
AMZN,18:25,185.2974,0.03503001,1.890499,3504
AMZN,18:30,185.294,0.03481796,1.879057,3525
AMZN,18:35,185.2884,0.03515813,1.897508,3443
AMZN,18:40,185.3003,0.03518962,1.899102,3479
AMZN,18:45,185.2907,0.0350755,1.892972,3490
AMZN,18:50,185.3095,0.03490738,1.883743,3398
AMZN,18:55,185.3058,0.03501646,1.889676,3543
AMZN,19:00,185.2902,0.03505749,1.892054,3517
AMZN,19:05,185.3017,0.03484952,1.880713,3511
AMZN,19:10,185.3074,0.03487623,1.882071,3373
AMZN,19:15,185.2988,0.03457122,1.865707,3446
AMZN,19:20,185.2997,0.03479273,1.877652,3473
AMZN,19:25,185.3163,0.034607,1.867473,3439
AMZN,19:30,185.3043,0.0346851,1.871723,3434
AMZN,19:35,185.304,0.03494023,1.885513,3479
AMZN,19:40,185.309,0.03492108,1.884515,3394
AMZN,19:45,185.3182,0.03488867,1.882626,3511
AMZN,19:50,185.2917,0.03504151,1.891198,3495
AMZN,19:55,185.2909,0.03485655,1.8813,3413
AMZN,20:00,185.306,0.03499661,1.888634,3515
AMZN,20:05,185.2886,0.03537085,1.908972,3490
AMZN,20:10,185.2994,0.03535583,1.908071,3541
AMZN,20:15,185.3019,0.03475804,1.875749,3452
AMZN,20:20,185.3021,0.03513438,1.896085,3428
AMZN,20:25,185.3045,0.03513604,1.896152,3492
AMZN,20:30,185.3053,0.03519207,1.899154,3397
AMZN,20:35,185.294,0.03538841,1.9098,3526
AMZN,20:40,185.2972,0.03508244,1.893308,3465
AMZN,20:45,185.2971,0.03511716,1.895184,3469
AMZN,20:50,185.3026,0.03485077,1.880784,3447
AMZN,20:55,185.2932,0.0346214,1.868511,3515
AMZN,21:00,185.3012,0.03510524,1.894515,3374
AMZN,21:05,185.3045,0.03462464,1.868577,3416
AMZN,21:10,185.2916,0.03486797,1.88179,3469
AMZN,21:15,185.3049,0.03498563,1.888038,3449
AMZN,21:20,185.291,0.03468338,1.871816,3473
AMZN,21:25,185.2971,0.03469639,1.872524,3558
AMZN,21:30,185.297,0.03507251,1.892797,3380
AMZN,21:35,185.3012,0.03470635,1.872995,3513
AMZN,21:40,185.2955,0.03505164,1.891639,3501
AMZN,21:45,185.2896,0.03533471,1.907001,3454
AMZN,21:50,185.286,0.03486209,1.881551,3386
AMZN,21:55,185.3074,0.03486714,1.881553,3380
AMZN,22:00,185.2981,0.03514222,1.896545,3531
AMZN,22:05,185.2963,0.03507158,1.892756,3512
AMZN,22:10,185.2952,0.03482371,1.879444,3462
AMZN,22:15,185.2999,0.03530498,1.905292,3570
AMZN,22:20,185.2968,0.0350213,1.890047,3535
AMZN,22:25,185.296,0.03487703,1.882283,3586
AMZN,22:30,185.3011,0.03516653,1.897871,3373
AMZN,22:35,185.2969,0.03509819,1.894187,3387
AMZN,22:40,185.31,0.03484341,1.880328,3446
AMZN,22:45,185.2918,0.03515066,1.897035,3524
AMZN,22:50,185.2951,0.03516767,1.897977,3458
AMZN,22:55,185.2981,0.03501628,1.88976,3406
AMZN,23:00,185.2908,0.03489203,1.883153,3444
AMZN,23:05,185.3029,0.03510904,1.894682,3593
AMZN,23:10,185.2866,0.03506679,1.892529,3419
AMZN,23:15,185.2975,0.03489126,1.883009,3448
AMZN,23:20,185.2971,0.03468889,1.872115,3552
AMZN,23:25,185.2954,0.03490944,1.884076,3546
AMZN,23:30,185.3132,0.03546166,1.913655,3453
AMZN,23:35,185.2881,0.03506608,1.892567,3447
AMZN,23:40,185.3151,0.03516502,1.897612,3471
AMZN,23:45,185.2859,0.03524596,1.902237,3467
AMZN,23:50,185.2846,0.03515404,1.897384,3343
AMZN,23:55,185.3043,0.03517829,1.898417,3500
BAC,00:00,35.40052,0.03511452,9.919183,3429
BAC,00:05,35.40115,0.03494242,9.870659,3466
BAC,00:10,35.40019,0.03490231,9.859249,3518
BAC,00:15,35.39942,0.03473479,9.812404,3634
BAC,00:20,35.39952,0.0347994,9.830534,3534
BAC,00:25,35.40025,0.03484133,9.842156,3530
BAC,00:30,35.40041,0.03509546,9.914027,3529
BAC,00:35,35.40013,0.03513377,9.924862,3450
BAC,00:40,35.3988,0.03454727,9.759594,3426
BAC,00:45,35.4008,0.03526462,9.96184,3472
BAC,00:50,35.3998,0.03479643,9.829552,3489
BAC,00:55,35.39999,0.03469648,9.80156,3483
BAC,01:00,35.39762,0.03504092,9.899546,3542
BAC,01:05,35.40141,0.03503264,9.89576,3413
BAC,01:10,35.39655,0.03462832,9.783057,3484
BAC,01:15,35.39887,0.03495439,9.874616,3417
BAC,01:20,35.39925,0.03512645,9.923356,3624
BAC,01:25,35.40063,0.03523093,9.952129,3350
BAC,01:30,35.39726,0.03523324,9.95395,3509
BAC,01:35,35.40147,0.03547713,10.02149,3428
BAC,01:40,35.39896,0.03500995,9.890462,3521
BAC,01:45,35.39925,0.03519493,9.942308,3495
BAC,01:50,35.40086,0.03513344,9.924771,3511
BAC,01:55,35.39667,0.03512815,9.924349,3502
BAC,02:00,35.39966,0.03492506,9.865893,3461
BAC,02:05,35.39869,0.03479643,9.830466,3420
BAC,02:10,35.39961,0.03520226,9.943975,3440
BAC,02:15,35.39841,0.03452261,9.75285,3438
BAC,02:20,35.4009,0.03476085,9.819708,3537
BAC,02:25,35.40099,0.03501029,9.889807,3549
BAC,02:30,35.3998,0.03491172,9.862281,3459
BAC,02:35,35.3932,0.03538299,9.998005,3485
BAC,02:40,35.40077,0.03501111,9.890187,3468
BAC,02:45,35.39872,0.03524254,9.956022,3516
BAC,02:50,35.39942,0.03506096,9.90439,3440
BAC,02:55,35.3989,0.03450675,9.748017,3470
BAC,03:00,35.40117,0.03518303,9.938558,3522
BAC,03:05,35.40072,0.03501035,9.889668,3513
BAC,03:10,35.40008,0.03504007,9.897837,3473
BAC,03:15,35.40055,0.03469764,9.80156,3410
BAC,03:20,35.40003,0.03490376,9.859781,3436
BAC,03:25,35.39895,0.03478767,9.827488,3461
BAC,03:30,35.39936,0.03539018,9.997963,3517
BAC,03:35,35.40071,0.03485777,9.846963,3409
BAC,03:40,35.39911,0.03474239,9.814878,3504
BAC,03:45,35.3973,0.03504565,9.9006,3375
BAC,03:50,35.40055,0.03533024,9.979645,3484
BAC,03:55,35.39964,0.0349076,9.861341,3543
BAC,04:00,35.39987,0.03518654,9.940143,3559
BAC,04:05,35.39939,0.03514917,9.929398,3501
BAC,04:10,35.39879,0.03463553,9.784162,3443
BAC,04:15,35.39881,0.03513486,9.925724,3448
BAC,04:20,35.39775,0.03507313,9.907948,3446
BAC,04:25,35.39802,0.03454865,9.760004,3410
BAC,04:30,35.40357,0.03497316,9.87829,3386
BAC,04:35,35.39978,0.03511902,9.920875,3494
BAC,04:40,35.39817,0.03452798,9.754357,3440
BAC,04:45,35.40246,0.03484024,9.841444,3433
BAC,04:50,35.40055,0.03488561,9.854653,3459
BAC,04:55,35.39868,0.03481502,9.835387,3427
BAC,05:00,35.40333,0.03498326,9.881341,3497
BAC,05:05,35.39611,0.03488635,9.855983,3443
BAC,05:10,35.39622,0.03518211,9.939489,3509
BAC,05:15,35.39898,0.03486743,9.849873,3462
BAC,05:20,35.39764,0.0350787,9.909906,3464
BAC,05:25,35.39959,0.03478763,9.827183,3471
BAC,05:30,35.40014,0.03488182,9.85357,3541
BAC,05:35,35.40067,0.03492751,9.866546,3498
BAC,05:40,35.40003,0.03494032,9.870229,3521
BAC,05:45,35.40292,0.03518976,9.939775,3450
BAC,05:50,35.39953,0.03539431,9.998436,3490
BAC,05:55,35.40058,0.03558498,10.05234,3490
BAC,06:00,35.40294,0.0351385,9.925477,3518
BAC,06:05,35.39785,0.03539804,10.00024,3411
BAC,06:10,35.39792,0.03464998,9.788981,3393
BAC,06:15,35.40239,0.03484455,9.842628,3523
BAC,06:20,35.40066,0.03515279,9.930004,3516
BAC,06:25,35.39924,0.03558808,10.05333,3578
BAC,06:30,35.40061,0.03481456,9.834536,3352
BAC,06:35,35.39967,0.0350395,9.898367,3398
BAC,06:40,35.39938,0.0346035,9.774716,3552
BAC,06:45,35.40117,0.034697,9.801432,3460
BAC,06:50,35.3989,0.03497601,9.880274,3527
BAC,06:55,35.40144,0.03500028,9.886564,3469
BAC,07:00,35.39918,0.03506299,9.904784,3524
BAC,07:05,35.39736,0.03487588,9.852656,3436
BAC,07:10,35.40188,0.03517717,9.936551,3361
BAC,07:15,35.40184,0.03479012,9.826899,3377
BAC,07:20,35.39941,0.03512283,9.921739,3410
BAC,07:25,35.4004,0.03543421,10.00946,3514
BAC,07:30,35.40104,0.03492389,9.864796,3423
BAC,07:35,35.39905,0.03489991,9.858739,3484
BAC,07:40,35.39997,0.03501766,9.892273,3406
BAC,07:45,35.40193,0.03482804,9.837904,3391
BAC,07:50,35.3998,0.03504126,9.898647,3449
BAC,07:55,35.39965,0.03481989,9.836301,3470
BAC,08:00,35.39862,0.03465816,9.790863,3485
BAC,08:05,35.39905,0.03527731,9.965708,3491
BAC,08:10,35.39764,0.03456084,9.7637,3465
BAC,08:15,35.39989,0.03490102,9.859086,3376
BAC,08:20,35.39918,0.0351131,9.919186,3550
BAC,08:25,35.40303,0.03485892,9.846638,3486
BAC,08:30,35.40113,0.03500457,9.887967,3368
BAC,08:35,35.40094,0.03486968,9.849652,3538
BAC,08:40,35.40084,0.0349305,9.86729,3422
BAC,08:45,35.40098,0.03496415,9.876698,3516
BAC,08:50,35.39956,0.03500585,9.888763,3421
BAC,08:55,35.40128,0.03491481,9.86277,3623
BAC,09:00,35.40097,0.03547305,10.02024,3463
BAC,09:05,35.40129,0.03506527,9.905167,3527
BAC,09:10,35.40021,0.03530912,9.974526,3507
BAC,09:15,35.40087,0.03525459,9.958765,3509
BAC,09:20,35.40115,0.03499508,9.885228,3531
BAC,09:25,35.39875,0.0353313,9.980908,3471
BAC,09:30,35.40107,0.03501904,9.891987,3522
BAC,09:35,35.40176,0.03499127,9.884777,3602
BAC,09:40,35.39873,0.03505158,9.901891,3487
BAC,09:45,35.39715,0.03500465,9.889243,3475
BAC,09:50,35.40051,0.03491033,9.861591,3494
BAC,09:55,35.39944,0.03496925,9.878738,3373
BAC,10:00,35.40272,0.03484996,9.844074,3517
BAC,10:05,35.40056,0.03542088,10.00611,3463
BAC,10:10,35.40203,0.03460923,9.776244,3542
BAC,10:15,35.39917,0.03534023,9.983699,3469
BAC,10:20,35.40092,0.03486517,9.849003,3422
BAC,10:25,35.40055,0.0348849,9.854606,3577
BAC,10:30,35.39806,0.03508848,9.912746,3513
BAC,10:35,35.39997,0.03538959,9.997222,3553
BAC,10:40,35.40158,0.03487572,9.851445,3441
BAC,10:45,35.40114,0.03479804,9.829731,3517
BAC,10:50,35.39999,0.03505444,9.902586,3420
BAC,10:55,35.39955,0.0349878,9.883935,3502
BAC,11:00,35.39949,0.0351279,9.923479,3491
BAC,11:05,35.40063,0.03481479,9.834734,3472
BAC,11:10,35.39646,0.03471578,9.808263,3480
BAC,11:15,35.40131,0.03536295,9.98934,3451
BAC,11:20,35.40145,0.0347492,9.815714,3441
BAC,11:25,35.4002,0.03462126,9.779975,3470
BAC,11:30,35.39934,0.03506936,9.90666,3503
BAC,11:35,35.40339,0.03477093,9.821417,3554
BAC,11:40,35.39934,0.03551816,10.03337,3498
BAC,11:45,35.40004,0.03514444,9.927692,3523
BAC,11:50,35.39995,0.03472706,9.810343,3440
BAC,11:55,35.39871,0.03492723,9.866767,3429
BAC,12:00,35.39869,0.03502137,9.893531,3503
BAC,12:05,35.40107,0.03514393,9.927136,3526
BAC,12:10,35.40043,0.03481186,9.833771,3549
BAC,12:15,35.39946,0.03527851,9.965702,3535
BAC,12:20,35.39831,0.03536609,9.990614,3437
BAC,12:25,35.39854,0.0354002,10.00051,3334
BAC,12:30,35.40088,0.03518474,9.939356,3483
BAC,12:35,35.39769,0.03516066,9.933182,3383
BAC,12:40,35.4001,0.03495313,9.873983,3453
BAC,12:45,35.3977,0.03517658,9.937689,3510
BAC,12:50,35.39875,0.03495779,9.87532,3538
BAC,12:55,35.39786,0.03464282,9.786834,3441
BAC,13:00,35.40294,0.03498207,9.881042,3524
BAC,13:05,35.40042,0.03492812,9.866793,3518
BAC,13:10,35.39801,0.0352533,9.959299,3343
BAC,13:15,35.39695,0.03496397,9.877951,3463
BAC,13:20,35.39882,0.03498827,9.88372,3501
BAC,13:25,35.40025,0.034815,9.834395,3489
BAC,13:30,35.39912,0.0352146,9.948055,3462
BAC,13:35,35.39951,0.03521617,9.94828,3523
BAC,13:40,35.40157,0.03518768,9.93963,3483
BAC,13:45,35.39801,0.0351221,9.922421,3443
BAC,13:50,35.39729,0.03509529,9.914983,3576
BAC,13:55,35.3992,0.0353375,9.982612,3457
BAC,14:00,35.40019,0.03494139,9.87029,3452
BAC,14:05,35.40127,0.03496622,9.877239,3460
BAC,14:10,35.40267,0.03510873,9.917452,3446
BAC,14:15,35.40111,0.03486402,9.848442,3430
BAC,14:20,35.39882,0.03477027,9.822125,3495
BAC,14:25,35.40255,0.03483377,9.839608,3410
BAC,14:30,35.39992,0.03487094,9.850609,3450
BAC,14:35,35.39747,0.03530089,9.972717,3348
BAC,14:40,35.39955,0.0349994,9.887343,3444
BAC,14:45,35.39981,0.03547228,10.02032,3366
BAC,14:50,35.40157,0.03478395,9.826046,3434
BAC,14:55,35.39707,0.0346449,9.787831,3538
BAC,15:00,35.39942,0.03469392,9.801056,3440
BAC,15:05,35.39972,0.03497754,9.880779,3458
BAC,15:10,35.40187,0.03480187,9.83063,3533
BAC,15:15,35.39901,0.03492741,9.866974,3537
BAC,15:20,35.40114,0.03510549,9.916878,3525
BAC,15:25,35.39916,0.03478679,9.826828,3436
BAC,15:30,35.40253,0.03540631,10.00107,3429
BAC,15:35,35.4028,0.03529296,9.969229,3408
BAC,15:40,35.39966,0.03487848,9.853148,3513
BAC,15:45,35.39842,0.03488089,9.853831,3490
BAC,15:50,35.40044,0.03499456,9.885703,3463
BAC,15:55,35.40139,0.03505548,9.902643,3417
BAC,16:00,35.40113,0.0352125,9.946949,3410
BAC,16:05,35.39897,0.03506006,9.904712,3444
BAC,16:10,35.40133,0.03511706,9.919564,3432
BAC,16:15,35.40334,0.03497881,9.880179,3537
BAC,16:20,35.39951,0.0348108,9.833396,3432
BAC,16:25,35.39828,0.03517915,9.938177,3464
BAC,16:30,35.39695,0.03482648,9.838626,3567
BAC,16:35,35.40167,0.03520593,9.944938,3413
BAC,16:40,35.39831,0.03510212,9.916239,3442
BAC,16:45,35.39989,0.03521758,9.948578,3542
BAC,16:50,35.40035,0.03449083,9.743011,3466
BAC,16:55,35.40097,0.03497182,9.878695,3441
BAC,17:00,35.40029,0.03576674,10.10353,3387
BAC,17:05,35.40159,0.03562346,10.06248,3424
BAC,17:10,35.39756,0.03500701,9.889955,3466
BAC,17:15,35.4014,0.03512631,9.922241,3566
BAC,17:20,35.40034,0.0350163,9.891679,3530
BAC,17:25,35.39649,0.03461717,9.779613,3499
BAC,17:30,35.39791,0.03518968,9.941075,3424
BAC,17:35,35.40121,0.03471871,9.807353,3516
BAC,17:40,35.39992,0.03503504,9.896983,3496
BAC,17:45,35.40002,0.03499362,9.884969,3393
BAC,17:50,35.3992,0.03493438,9.868962,3429
BAC,17:55,35.40119,0.03461218,9.776904,3344
BAC,18:00,35.39516,0.03486658,9.850725,3453
BAC,18:05,35.39951,0.03500377,9.888208,3480
BAC,18:10,35.39642,0.03481792,9.836768,3480
BAC,18:15,35.3995,0.03466567,9.792792,3600
BAC,18:20,35.40244,0.03475163,9.81631,3483
BAC,18:25,35.40119,0.03517351,9.935541,3459
BAC,18:30,35.39779,0.03477195,9.823161,3496
BAC,18:35,35.40031,0.03507609,9.908657,3420
BAC,18:40,35.39984,0.03454891,9.759745,3336
BAC,18:45,35.40068,0.03493875,9.869611,3497
BAC,18:50,35.40024,0.03510986,9.918511,3565
BAC,18:55,35.39979,0.03450125,9.746272,3553
BAC,19:00,35.39972,0.03481587,9.835225,3422
BAC,19:05,35.40052,0.03474718,9.815752,3493
BAC,19:10,35.40355,0.0349642,9.875997,3590
BAC,19:15,35.39864,0.03515892,9.932449,3406
BAC,19:20,35.3994,0.0353405,9.983774,3476
BAC,19:25,35.40071,0.03472486,9.809405,3429
BAC,19:30,35.40017,0.03494968,9.872665,3388
BAC,19:35,35.40233,0.03492453,9.865644,3557
BAC,19:40,35.39898,0.03465129,9.788916,3504
BAC,19:45,35.39925,0.03502112,9.893192,3434
BAC,19:50,35.40185,0.03477702,9.823464,3509
BAC,19:55,35.40085,0.03473444,9.81214,3467
BAC,20:00,35.4009,0.03511373,9.919105,3453
BAC,20:05,35.39858,0.03495443,9.874964,3453
BAC,20:10,35.40094,0.03465776,9.789919,3524
BAC,20:15,35.40328,0.03493462,9.867617,3512
BAC,20:20,35.39915,0.03518824,9.940543,3401
BAC,20:25,35.39988,0.03484984,9.844669,3515
BAC,20:30,35.40007,0.03459178,9.771651,3497
BAC,20:35,35.39931,0.03508594,9.911109,3464
BAC,20:40,35.39968,0.03473581,9.812741,3433
BAC,20:45,35.40103,0.03452758,9.753213,3538
BAC,20:50,35.3986,0.03539278,9.998939,3518
BAC,20:55,35.40145,0.03519267,9.94124,3428
BAC,21:00,35.40129,0.03510144,9.915369,3484
BAC,21:05,35.40276,0.03481343,9.833644,3524
BAC,21:10,35.39941,0.0352511,9.958239,3479
BAC,21:15,35.40029,0.03475071,9.816303,3441
BAC,21:20,35.40013,0.03527802,9.965699,3375
BAC,21:25,35.39894,0.03468862,9.799445,3442
BAC,21:30,35.40084,0.03521236,9.946508,3520
BAC,21:35,35.39866,0.0350231,9.893762,3516
BAC,21:40,35.39873,0.03513097,9.924095,3420
BAC,21:45,35.40083,0.0350988,9.91488,3386
BAC,21:50,35.40295,0.03472376,9.808409,3591
BAC,21:55,35.39769,0.03489622,9.858379,3512
BAC,22:00,35.4005,0.03462805,9.781779,3454
BAC,22:05,35.39959,0.03509991,9.915552,3597
BAC,22:10,35.40039,0.03557588,10.04945,3526
BAC,22:15,35.40012,0.03526147,9.960937,3479
BAC,22:20,35.40078,0.03508686,9.911021,3580
BAC,22:25,35.39626,0.03534002,9.98403,3455
BAC,22:30,35.40165,0.03505214,9.901492,3531
BAC,22:35,35.39856,0.03498761,9.884151,3482
BAC,22:40,35.40192,0.0347401,9.813494,3443
BAC,22:45,35.39933,0.03475858,9.819198,3408
BAC,22:50,35.40465,0.03509673,9.912929,3473
BAC,22:55,35.39915,0.03480043,9.831205,3493
BAC,23:00,35.40559,0.03514694,9.927163,3477
BAC,23:05,35.39779,0.03511499,9.919918,3566
BAC,23:10,35.40011,0.03511806,9.920176,3498
BAC,23:15,35.40139,0.03541914,10.00488,3365
BAC,23:20,35.39551,0.03525108,9.959395,3515
BAC,23:25,35.39985,0.03482125,9.836564,3559
BAC,23:30,35.40067,0.03534749,9.985006,3414
BAC,23:35,35.39812,0.0351679,9.935384,3435
BAC,23:40,35.40045,0.03510351,9.916175,3536
BAC,23:45,35.40037,0.03479818,9.829994,3473
BAC,23:50,35.39975,0.03498283,9.882114,3420
BAC,23:55,35.39766,0.03518881,9.941099,3544
GOOGL,00:00,175.7996,0.03534167,2.010388,3454
GOOGL,00:05,175.8011,0.03473465,1.975847,3477
GOOGL,00:10,175.8082,0.0352275,2.003771,3476
GOOGL,00:15,175.8152,0.0344823,1.961255,3553
GOOGL,00:20,175.8118,0.03517503,2.000777,3475
GOOGL,00:25,175.8039,0.03531283,2.008578,3500
GOOGL,00:30,175.7921,0.03499098,1.990506,3459
GOOGL,00:35,175.7906,0.03480276,1.979847,3589
GOOGL,00:40,175.7983,0.03537973,2.012507,3522
GOOGL,00:45,175.7951,0.03482141,1.980814,3458
GOOGL,00:50,175.8074,0.03467584,1.972434,3432
GOOGL,00:55,175.7981,0.03510743,1.997046,3456
GOOGL,01:00,175.8188,0.0349906,1.990209,3475
GOOGL,01:05,175.8056,0.03490274,1.985266,3538
GOOGL,01:10,175.8049,0.0349156,1.98601,3525
GOOGL,01:15,175.8141,0.03491412,1.985802,3486
GOOGL,01:20,175.7888,0.03548105,2.018425,3514
GOOGL,01:25,175.7879,0.03476784,1.977848,3480
GOOGL,01:30,175.8026,0.03470548,1.974144,3449
GOOGL,01:35,175.8046,0.03494691,1.9879,3614
GOOGL,01:40,175.7905,0.03453385,1.96453,3445
GOOGL,01:45,175.7911,0.03495448,1.988428,3394
GOOGL,01:50,175.8007,0.03492547,1.986694,3426
GOOGL,01:55,175.8078,0.0347786,1.978225,3504
GOOGL,02:00,175.8099,0.03515055,1.999305,3453
GOOGL,02:05,175.7954,0.03490254,1.985417,3464
GOOGL,02:10,175.7815,0.03500541,1.991464,3575
GOOGL,02:15,175.7913,0.03528084,2.007052,3417
GOOGL,02:20,175.7933,0.03496478,1.989024,3343
GOOGL,02:25,175.7998,0.03511247,1.997284,3416
GOOGL,02:30,175.7963,0.03490789,1.985732,3462
GOOGL,02:35,175.7933,0.03493143,1.987069,3480
GOOGL,02:40,175.805,0.03526673,2.006073,3371
GOOGL,02:45,175.8008,0.03518452,2.001362,3503
GOOGL,02:50,175.7964,0.03525608,2.00555,3526
GOOGL,02:55,175.8049,0.03506973,1.994829,3405
GOOGL,03:00,175.7926,0.03446146,1.96041,3514
GOOGL,03:05,175.8055,0.03488728,1.98437,3477
GOOGL,03:10,175.8015,0.03511796,1.997558,3470
GOOGL,03:15,175.8008,0.03500775,1.991301,3444
GOOGL,03:20,175.803,0.03498804,1.990186,3405
GOOGL,03:25,175.806,0.03501159,1.991458,3454
GOOGL,03:30,175.7896,0.03518731,2.001809,3434
GOOGL,03:35,175.805,0.03520047,2.002284,3327
GOOGL,03:40,175.8108,0.03532257,2.009241,3427
GOOGL,03:45,175.7858,0.03531695,2.009066,3449
GOOGL,03:50,175.7801,0.03495652,1.988551,3389
GOOGL,03:55,175.7872,0.03494116,1.987701,3507
GOOGL,04:00,175.8026,0.03523384,2.004232,3416
GOOGL,04:05,175.8041,0.03528587,2.00705,3561
GOOGL,04:10,175.7888,0.03521736,2.003487,3398
GOOGL,04:15,175.8004,0.03503813,1.993082,3518
GOOGL,04:20,175.8035,0.0351529,1.999584,3514
GOOGL,04:25,175.8093,0.03490731,1.985505,3559
GOOGL,04:30,175.8051,0.03474804,1.976571,3475
GOOGL,04:35,175.8016,0.03505549,1.994045,3565
GOOGL,04:40,175.793,0.03514913,1.999531,3438
GOOGL,04:45,175.8108,0.03478455,1.978546,3441
GOOGL,04:50,175.7969,0.03477175,1.978066,3439
GOOGL,04:55,175.8079,0.03503015,1.992572,3518
GOOGL,05:00,175.8067,0.03497722,1.989517,3459
GOOGL,05:05,175.8068,0.03470741,1.974258,3452
GOOGL,05:10,175.8073,0.03494571,1.987714,3422
GOOGL,05:15,175.8055,0.03507064,1.994789,3379
GOOGL,05:20,175.8063,0.035002,1.990969,3462
GOOGL,05:25,175.804,0.03513018,1.998278,3514
GOOGL,05:30,175.7928,0.03511849,1.997785,3444
GOOGL,05:35,175.8033,0.03486924,1.983464,3501
GOOGL,05:40,175.7918,0.03509012,1.996088,3426
GOOGL,05:45,175.7976,0.03503957,1.993161,3403
GOOGL,05:50,175.7994,0.03520279,2.00245,3515
GOOGL,05:55,175.7811,0.03480454,1.979998,3462
GOOGL,06:00,175.8122,0.034456,1.959756,3471
GOOGL,06:05,175.8037,0.03486096,1.982969,3447
GOOGL,06:10,175.7925,0.03467121,1.972356,3487
GOOGL,06:15,175.8134,0.03517103,2.000505,3308
GOOGL,06:20,175.7961,0.03528592,2.007281,3406
GOOGL,06:25,175.8153,0.03488144,1.983988,3450
GOOGL,06:30,175.8114,0.03494288,1.987505,3478
GOOGL,06:35,175.7931,0.03506286,1.994564,3470
GOOGL,06:40,175.8133,0.03507531,1.995097,3524
GOOGL,06:45,175.8011,0.03467926,1.972661,3505
GOOGL,06:50,175.792,0.0351266,1.998217,3407
GOOGL,06:55,175.7925,0.03482032,1.980812,3394
GOOGL,07:00,175.8082,0.03507265,1.994948,3517
GOOGL,07:05,175.8103,0.03456928,1.96629,3514
GOOGL,07:10,175.808,0.03531463,2.008688,3390
GOOGL,07:15,175.79,0.03483112,1.981426,3548
GOOGL,07:20,175.7983,0.03455935,1.965935,3568
GOOGL,07:25,175.8081,0.03481913,1.980523,3425
GOOGL,07:30,175.8011,0.034615,1.969002,3418
GOOGL,07:35,175.7962,0.03539728,2.013591,3517
GOOGL,07:40,175.8107,0.03485305,1.982423,3487
GOOGL,07:45,175.8113,0.03514461,1.999037,3492
GOOGL,07:50,175.803,0.03481064,1.980072,3481
GOOGL,07:55,175.7903,0.03453154,1.96437,3483
GOOGL,08:00,175.8039,0.03475222,1.976765,3433
GOOGL,08:05,175.7912,0.0355218,2.020721,3525
GOOGL,08:10,175.8027,0.03513743,1.998722,3456
GOOGL,08:15,175.8038,0.03518426,2.001362,3472
GOOGL,08:20,175.7877,0.03502779,1.992631,3548
GOOGL,08:25,175.7947,0.03500072,1.991045,3430
GOOGL,08:30,175.7912,0.03488933,1.984744,3401
GOOGL,08:35,175.8104,0.03527478,2.00645,3397
GOOGL,08:40,175.806,0.03530226,2.008069,3412
GOOGL,08:45,175.8087,0.03538034,2.012476,3588
GOOGL,08:50,175.8038,0.0356254,2.026498,3430
GOOGL,08:55,175.8053,0.03500598,1.991202,3598
GOOGL,09:00,175.794,0.0347072,1.974341,3465
GOOGL,09:05,175.8078,0.03446343,1.960332,3555
GOOGL,09:10,175.8011,0.03468683,1.973106,3480
GOOGL,09:15,175.8086,0.03550889,2.0197,3539
GOOGL,09:20,175.8194,0.03517241,2.000526,3487
GOOGL,09:25,175.801,0.03504317,1.993371,3488
GOOGL,09:30,175.8095,0.03526895,2.006105,3504
GOOGL,09:35,175.7842,0.03539787,2.013745,3368
GOOGL,09:40,175.7941,0.03493728,1.987479,3578
GOOGL,09:45,175.8001,0.03461102,1.968811,3514
GOOGL,09:50,175.8098,0.03489877,1.985059,3397
GOOGL,09:55,175.7888,0.0349802,1.989926,3442
GOOGL,10:00,175.804,0.03531069,2.008528,3487
GOOGL,10:05,175.8035,0.03502846,1.992478,3475
GOOGL,10:10,175.8054,0.03517363,2.000726,3533
GOOGL,10:15,175.7944,0.03502441,1.992375,3438
GOOGL,10:20,175.7985,0.03525044,2.005223,3524
GOOGL,10:25,175.7941,0.03491475,1.986094,3398
GOOGL,10:30,175.8016,0.03472516,1.975314,3423
GOOGL,10:35,175.7962,0.03490048,1.985315,3372
GOOGL,10:40,175.786,0.03493336,1.987342,3366
GOOGL,10:45,175.8065,0.0348504,1.982394,3435
GOOGL,10:50,175.8027,0.03495168,1.988096,3494
GOOGL,10:55,175.7983,0.03508528,1.995741,3496
GOOGL,11:00,175.7802,0.03513319,1.998774,3438
GOOGL,11:05,175.793,0.03504779,1.993659,3480
GOOGL,11:10,175.792,0.03495661,1.988485,3545
GOOGL,11:15,175.8072,0.03532187,2.009089,3525
GOOGL,11:20,175.7976,0.03544605,2.016302,3500
GOOGL,11:25,175.7986,0.03502414,1.992345,3434
GOOGL,11:30,175.7921,0.03496848,1.989159,3590
GOOGL,11:35,175.8019,0.03483926,1.981749,3421
